妟|B38 S7 P2-4-3 Yyan4|アン エン やす.らか やす.める|||to be at ease, clear and balmy
妣|B38 S7 N1193 V1184 P1-3-4 I3e4.6 Ybi3|ヒ なきはは|||mother
妤|B38 S7 P1-3-4 Yyu2|ヨ|||beautiful, fair, handsome
妥|B38 G8 S7 F1102 N2823 V1188 H2400 DK1556 L728 IN930 E1538 P2-4-3 I3e4.9 Ytuo3|ダ|やす||gentle, peace, depravity
妧|B38 S7 P1-3-4 Yyuan2|ゲン ガン みめよ.い|||
妨|B38 G8 S7 F1482 N1196 V1187 H238 DK175 L491 IN1182 E1808 P1-3-4 I3e4.1 Yfang2 Yfang1|ボウ さまた.げる|||disturb, prevent, hamper, obstruct
妬|B38 S8 N1205 V1197 L2195 P1-3-5 I3e5.1 Ydu4|ト ツ ねた.む そね.む つも.る ふさ.ぐ|||jealous, envy
妭|B38 S8 P1-3-5 Yba2|ハツ バチ みめよ.い つま|||
妮|B38 S8 P1-3-5 Yni1 Yni2|ジ ニ はした.め やわらかくまつは.る|||maid, servant girl, cute girl
妯|B38 S8 P1-3-5 Yzhou2|チュウ ジク ロク トク あいよ.め うご.く さわ.ぐ いた.む|||wives of one's brothers, sister-in-law
妰|B38 S8 P1-3-5 Yzhou2|チャク しず.か|||
妲|B38 S8 V1192 P1-3-5 I3e5.6 Yda2|ダツ|||female proper name
妳|B38 S8 P1-3-5 Ynai3 Yni3|ダイ ナイ デイ ジ ネ ニ はは はぐく.む あね|||you (f)
妷|B38 S8 P1-3-5 Yzhi2|テツ チツ ジチ イツ イチ めい おい|||
妹|B38 G2 S8 F1446 N1204 V1199 H278 DK208 L220 IN408 E207 P1-3-5 I3e5.4 Ymei4|マイ いもうと|す せ も||younger sister
妺|B38 S8 P1-3-5 Ymo4|バイ バツ マチ マツ あざな|||wife of the last ruler of the Xia dynasty
妻|B38 G5 S8 F691 N1206 V1200 H2558 DK1628 L1889 IN671 E681 P2-5-3 I3e5.10 Yqi1 Yqi4|サイ つま|ずま め||wife, spouse
妼|B38 S8 P1-3-5 Ybi4|ヒ ヒツ ビチ こしもと|||exceedingly feminine, lady attendant, maid
妾|B117 S8 N3346 V1198 L2622 P2-5-3 I5b3.2 Yqie4|ショウ めかけ そばめ わらわ|||concubine
姁|B38 S8 P1-3-5 Yxu3|ク はは たの.しむ つま うつく.しい|||beauty
姃|B38 S8 P1-3-5 Yzheng1|セイ ショウ あざな|||presentable woman
姄|B38 S8 P1-3-5 Yni1|ビン ミン|||
姆|B38 S8 N1200 V1193 H277 P1-3-5 I3e5.2 Ymu3|ボ モ うば|||wet nurse
姈|B38 S8 P1-3-5 Yling2|レイ リョウ あざな|||wise woman, sage woman
姉|B38 G2 S8 F1473 N1207 V1201 H280 DK210 L413 IN407 E498 P1-3-5 I3e5.8 Yzi3|シ あね はは|||elder sister
姊|B38 S8 V1202 H282 P1-3-5 Yzi3|シ あね はは|||elder sister
始|B38 G3 S8 F244 N1208 V1203 H281 DK211 L747 IN494 E288 P1-3-5 I3e5.9 Yshi3|シ はじ.める -はじ.める はじ.まる|もと||commence, begin
姍|B38 S8 P1-3-5 Yshan1|サン セン ハン サツ サチ みめよ.い そし.る みにく.い|||slander, ridicule, proceed slowly
姐|B38 S8 N1202 V1195 L2206 P1-3-5 I3e5.5 Yjie3|ソ シャ あね ねえさん|||elder sister, maidservant
姑|B38 S8 F2041 N1201 V1194 L2205 P1-3-5 I3e5.7 Ygu1|コ しゅうとめ しゅうと おば しばらく|||mother-in-law
姒|B38 S8 P1-3-5 Ysi4|シ あね|||wife of elder brother
姓|B38 G8 S8 F1628 N1203 V1196 H279 DK209 L1557 IN1746 E1471 P1-3-5 I3e5.3 Yxing4|セイ ショウ|||surname
委|B38 G3 S8 F187 N3267 V1204 H2553 DK1623 L913 IN466 E423 P2-5-3 I5d3.2 Ywei3 Ywei1|イ ゆだ.ねる|まかせ||committee, entrust to, leave to, devote, discard
姙|B38 S9 N1209 V1205 H355 P1-3-6 Yren4|ニン ジン はら.む みごも.る|||be(come) pregnant
姚|B38 S9 F2433 V1207 P1-3-6 I3e6.4 Yyao2|ヨウ チョウ うつく.しい|||beautiful
姜|B38 S9 F1915 N3657 V1210 P2-3-6 I2o7.5 Yjiang1|キョウ ガ こう|かん||Chinese surname, ginger
姝|B38 S9 P1-3-6 Yshu1|ス シュ うつく.しい|||beautiful girl
姞|B38 S9 P1-3-6 Yji2|キツ キチ つつし.む|||concubine
姟|B38 S9 P1-3-6 Ygai1|ガイ|||
姣|B38 S9 P1-3-6 Yjiao3|コウ キョウ みめよ.い うつく.しい いさぎよ.い|||beautiful, handsome, pretty
姤|B38 S9 P1-3-6 Ygou4|コウ ク あ.う みめよ.い みにく.い|||mate, copulate, good
姥|B38 G9 S9 N1213 V1212 L2204 P1-3-6 I3e6.2 Ymu3 Ylao3|ボ モ うば|||old woman
姦|B38 S9 N1217 V1218 L2194 P2-3-6 I3e6.9 Yjian1|カン ケン かん.する かしま.しい みだら|||wicked, mischief, seduce, rape, noisy
姧|B38 S9 P1-6-3 Yjian1|カン ケン かしま.しい みだら よこしま|||wicked, mischief, seduce, rape, noisy
姨|B38 S9 N1222 V1214 P1-3-6 I3e6.1 Yyi2|テイ イ いもと いもうと おば|||younger sister
姪|B38 G9 S9 N1212 V1209 L2201 P1-3-6 I3e6.6 Yzhi2|テツ チツ ジチ イツ イチ めい おい|||niece
姫|B38 G8 S10 F1566 N1216 V1217 H407 DK303 L849 IN1757 E1738 P1-3-7 I3e7.11 Yji1|キ ひめ ひめ-|||princess
姮|B38 S9 P1-3-6 Yheng2|コウ ジョウ|||lady
姯|B38 S9 P1-3-6 Yguang1|コウ みめよ.い|||
姱|B38 S9 P1-3-6 Ykua1|カ ケ コ ク おご.る みめよ.い うつく.しい|||beautiful, handsome, elegant
姲|B38 S9 P1-3-6 Yyan4|アン エン あざな|||
姴|B38 S9 P2-6-3 Ylie4|レツ レチ うつく.しい|||
姶|B38 S9 V1208 P1-3-6 I3e6.7 Yyan3|オウ アイ あい|||good-looking, quiet
姷|B38 S9 P1-3-6 Yyou4|ユウ ウ たぐ.う なら.ぶ|||
姸|B38 S8 Yyan1|ケンゲン うつくしい|||beautiful
姻|B38 G8 S9 F1985 N1214 V1215 H353 DK262 L584 IN1748 E1012 P1-3-6 I3e6.8 Yyin1|イン|||matrimony, marry
姿|B38 G6 S9 F441 N1215 V1216 H2636 DK1684 L474 IN929 E877 P2-6-3 I3e6.10 Yzi1|シ すがた|しな||figure, form, shape
娀|B38 S9 P1-3-6 Ysong1|シュウ シュ|||name of a concubine of Di Ku, father of the mythical Yao
威|B38 G8 S9 F1103 N1803 V1219 H3578 DK2226 L364 IN1339 E1002 P4-9-4 I4n5.2 Ywei1|イ おど.す おど.し おど.かす|いさ たけ たけし||intimidate, dignity, majesty, menace, threaten
娃|B38 G9 S9 V1213 L2200 P1-3-6 I3e6.5 Ywa2|ア アイ ワ うつく.しい|い||beautiful
娄|B38 S9 P2-6-3 Ylou2|ル ロウ つな.ぐ ひ.く|||surname, constellation, to wear
娉|B38 S10 V1221 P1-3-7 I3e7.6 Yping1|ヘイ ホウ ほ|||ask after a woman's name, marry a woman, good-looking
娌|B38 S10 P1-3-7 Yli3|リ あによめ|||brother's wife
娍|B38 S10 P1-3-7 Ycheng2|セイ ジョウ すらりとしてみめよ.い|||slender, beautiful body
娎|B38 S10 P2-7-3 Yxie4|ケツ ケチ キョウ ここちよ.い よろこ.ぶ|||
娑|B38 S10 N1224 V1229 P2-7-3 I3e7.12 Ysuo1|シャ サ|||old woman
娒|B38 S10 P1-3-7 Ymu3|ボ モ うば|||matron
娓|B38 S10 P1-3-7 Ywei3|ビ ミ キ すなお したが.う うつく.しい|||comply, complying, agreeable
娗|B38 S10 Yding4|テイ ジョウ テン すらりとしてみめよい|||
娘|B38 G8 S10 F1145 N1225 V1230 H406 DK302 L1471 IN1752 E1846 P1-3-7 I3e7.2 Yniang2|ジョウ むすめ こ|||daughter, girl
娚|B38 S10 V1222 P1-3-7 I3e7.5 Ynan2|ナン めおと|||loud talking
娜|B38 S10 N1211 V1211 P1-3-7 I3e6.3 Ynuo2 Yna4|ダ ナ|||graceful
娞|B38 S10 P1-3-7 Ysui1|ダイ ネ スイ あで.やか やす.らか|||
娟|B38 S10 N1221 V1225 P1-3-7 I3e7.7 Yjuan1|エン ケン|||beauty of face
娠|B38 G8 S10 F1623 N1220 V1224 H408 DK304 L2012 IN956 E1436 P1-3-7 I3e7.10 Yshen1 Ychen2 Yzhen4|シン|||with child, pregnancy
娣|B38 S10 V1226 P1-3-7 Ydi4|テイ ダイ いもうと おば|||younger sister, sister-in-law
娤|B38 S10 P2-7-3 Yzhuang1|ソウ ショウ よそお.う|||dress up
娥|B38 S10 V1223 P1-3-7 I3e7.1 Ye2|ガ みめよ.い|||beautiful
娧|B38 S10 P1-3-7 Ytui4|タイ テ エツ エチ みめよ.い よろこ.ぶ いと.しい|||good looking
娨|B38 S10 P1-3-7 Yxian4|バン マン カン ゲン ごうまん|||
娩|B38 G9 S11 N1219 V1233 P1-3-8 Ymian3 Ywan3|ベン|||bear (children)
娪|B38 S10 P1-3-7 Ywu2|ゴ ギョ おんな|||
娭|B38 S10 P1-3-7 Yxi1|キ アイ たわむ.れる はした.め|||to play around, to joke around, be delighted, maid servant
娯|B38 G8 S10 F1827 N1226 V1231 H405 DK301 L1898 IN1437 E1238 P1-3-7 I3e7.3 Yyu2|ゴ|||recreation, pleasure
娰|B38 S10 P1-3-7 Ysi4|シ あね|||
娵|B38 S11 N1231 V1237 P1-3-8 I3e8.2 Yju1|シュ シュウ ス ソウ よめ|||marry, bride
娶|B38 S11 N1230 V1236 P2-8-3 I3e8.7 Yqu3 Yqu4|シュ めと.る めあわ.せる|||marry, arrange a marriage
娼|B38 S11 F2242 N1235 V1241 L2198 P1-3-8 I3e8.3 Ychang1|ショウ あそびめ|||prostitute
婀|B38 S11 N1223 V1227 P1-3-8 I3e7.4 Ye1|ア あだ あだ.っぽい たおやか|||charm, flirtation
婁|B38 S11 N1229 V1235 P2-8-3 I3e8.8 Ylou2 Ylu:3|ル ロウ つな.ぐ ひ.く|ろ||frequently, tie
婄|B38 S10 P1-3-7 Ypou3|ホウ ブ バイ おろ.か みにく.い|||
婅|B38 S11 P1-3-8 Yju2|キク コク あざな|||
婆|B38 G8 S11 F2435 N1234 V1240 H2762 DK1768 L804 IN1931 E1684 P2-8-3 I3e8.9 Ypo2|バ ばば ばあ|||old woman, grandma, wet nurse
婇|B38 S11 P1-3-8 Ycai3|サイ うねめ|||
婈|B38 S11 P1-3-8 Yling2|リョウ あざな|||
婉|B38 S11 N1233 V1239 L2197 P1-3-8 I3e8.5 Ywan3|エン うつく.しい したが.う|||graceful
婌|B38 S11 P1-3-8 Yshu3|シュク|||
婐|B38 S11 P1-3-8 Ywo3|ワ カ たおや.か はべ.る|||maid
婕|B38 S11 P1-3-8 Yjie2|ショウ みめよ.い|||handsome
婚|B38 G8 S11 F767 N1236 V1242 H470 DK344 L1830 IN567 E1278 P1-3-8 I3e8.4 Yhun1|コン|||marriage
婞|B38 S11 P1-3-8 Yxing4|ケイ ギョウ コウ もと.る まっすぐ|||hate
婢|B38 S11 N1232 V1238 L2196 P1-3-8 I3e8.1 Ybi4|ヒ はしため|||maidservant
婣|B38 S11 P1-3-8 Yyin1|イン|||marriage connections, bride
婥|B38 S11 P1-3-8 Ychuo4|ドウ ニョウ テキ シャク みめよ.い|||beautiful
婦|B38 G5 S11 F671 N1237 V1243 H469 DK343 L1151 IN316 E779 P1-3-8 I3e8.6 Yfu4|フ よめ|ね||lady, woman, wife, bride
婧|B38 S11 P1-3-8 Yjing4|セイ ショウ ジュウ あてやか しなや.か|||modest, supple
婪|B38 S11 N1228 V1234 P2-8-3 I3e8.10 Ylan2|ラン むさぼ.る|||covet
婬|B38 S11 N1227 V1232 P1-3-8 Yyin2|イン みだれ- ひた.す ほしいまま みだ.ら みだ.れる|||lewdness, licentiousness
婭|B38 S11 P1-3-8 Yya4|ア あいむこ こしもと|||mutual term of address
婷|B38 S12 P1-3-9 Yting2|テイ チョウ うつく.しい|||pretty, attractive, graceful
婺|B38 S12 P2-9-3 Ywu4|ブ ム ボウ ボク モク|||name of a star
婻|B38 S12 P1-3-9 Ynan4|ダン ナン うつく.しい|||
婾|B38 S12 P1-3-9 Ytou1|トウ ツ ユ わるがしこ.い ぬす.む ごまか.す|||handsome
婿|B38 G8 S12 F2099 N1239 V1246 H566 DK414 L395 IN1745 E1477 P1-3-9 I3e9.3 Yxu4|セイ むこ|||bridegroom, son-in-law
媄|B38 S12 Ymei3|ビ ミ みめよい|||
媋|B38 S12 P1-3-9 Ychun1|シュン うつく.しい|||
媐|B38 S12 P2-9-3 Yxi1|キ イ つま たの.しむ|||
媒|B38 G8 S12 F1900 N1241 V1247 H564 DK412 L1761 IN1496 E1692 P1-3-9 I3e9.2 Ymei2|バイ なこうど|||mediator, go-between
媓|B38 S12 P1-3-9 Yhuang2|コウ オウ はは|||
媖|B38 S12 P1-3-9 Yying2|エイ ユウ|||beauty, beautiful
媙|B38 S12 P1-3-9 Ywei1|イ うつく.しい|||
媚|B38 S12 N1240 V1245 H565 P1-3-9 I3e9.5 Ymei4|ビ こ.びる|こび||flatter, humor, flirt
媛|B38 G9 S12 F1735 N1238 V1244 DK413 L1950 IN2047 P1-3-9 Yyuan4 Yyuan2|エン ひめ|||beautiful woman, princess
媜|B38 S12 P1-3-9 Yzhen1|テイ チョウ あざな|||used in female names
媞|B38 S12 P1-3-9 Yti2 Yshi4|シ テイ タイ タ つまび.らか わるがしこ.い はは|||at ease
媟|B38 S12 P1-3-9 Yxie4|セツ セチ けが.す けが.れる なれ.る あなど.る|||lust after, act indecently, lewd
媠|B38 S12 P1-3-9 Ytuo3|タ ナ ラ みめよ.い おこた.る|||beautiful, lazy, languid
媢|B38 S12 P1-3-9 Ymao4|ボウ モウ ボク モク バイ メ ねた.む にら.む|||be jealous of, be envious
媧|B38 S12 P1-3-9 Ywa1|カイ ケ カ|||mythological snail goddess
媬|B38 S12 P1-3-9 Ybao3|ホ|||
媱|B38 S13 P1-3-10 Yyao2|ヨウ みめよ.い たわむ.れる|||good looking, to play as one pleases
媲|B38 S13 P1-3-10 Ypi4|ヘイ ヒ つれあい|||marry off, pair, match, compare
媳|B38 S13 V1251 P1-3-10 Yxi2|セキ シャク よめ|||daughter-in-law
媵|B38 S13 P1-4-9 Yying4|ヨウ おく.る つきそ.い おくりめ おくりびと|||maid who accompanies bride to her new home, to escort a concubine
媸|B38 S13 P1-3-10 Ychi1|シ あなど.る おろ.か みにく.い みだ.る|||an ugly woman
媺|B38 S13 P1-3-10 Ymei3|ビ ミ よい うつく.しい|||beautiful
媻|B38 S13 P2-10-3 Ypan2|ハン ハ おご.る めかけ よろめ.く|||to move
媼|B38 S13 N1243 V1250 P1-3-10 I3e10.5 Yao3|オウ おうな|||mother, grandma, old woman
媽|B38 S13 N1242 V1249 P1-3-10 I3e10.1 Yma1|ボ モ はは|||mother, mare
媾|B38 S13 N1246 V1253 H637 P1-3-10 I3e10.4 Ygou4|コウ よしみ|||association, intimacy
媿|B38 S13 P1-3-10 Ykui4|キ はじ.る はじ.らう はずかし.める とが.める|||ashamed, conscience-stricken
嫁|B38 G8 S13 F1581 N1249 V1256 H635 DK458 L542 IN1749 E1049 P1-3-10 I3e10.6 Yjia4|カ よめ とつ.ぐ い.く ゆ.く|||marry into, bride
嫂|B38 S13 N1245 V1252 P1-3-10 I3e9.1 Ysao3|ソウ あによめ|||elder brother's wife
嫄|B38 S13 P1-3-10 Yyuan2|ゲン ガン|||an ancient emperor's mother's name, Qiang Yuan, consort to Gu
嫆|B38 S13 P1-3-10 Yyong2|ヨウ ユ あざな|||
嫈|B38 S13 P2-10-3 Yying1|ショウ オウ ギョウ エイ ケイ みめよ.い みにく.い|||lady
嫉|B38 S13 F2317 N1248 V1255 L2202 P1-3-10 I3e10.8 Yji2|シツ そね.む ねた.む にく.む|||jealous, envy
嫋|B38 S13 N1247 V1254 P1-3-10 I3e10.2 Yniao3|ジョウ ジャク デキ なよ.やかな しなや.か たお.やか|||supple, pliant, delicate, slender
嫌|B38 G8 S13 F1207 N1250 V1257 H636 DK459 L1598 IN1688 E1218 P1-3-10 I3e10.7 Yxian2|ケン ゲン きら.う きら.い いや|||dislike, detest, hate
嫏|B38 S13 P1-3-10 Ylang2|ロウ|||the place where the Supreme Being stores his books, library
嫐|B38 S13 V1248 P1-3-10 Yniao3|ドウ ジョウ なぶ.る|||frolic, play with, flirt with
嫖|B38 S14 V1258 P1-3-11 I3e11.2 Ypiao2|ヒョウ かる.い|||wanton, hedonistic
嫗|B38 S14 V1259 P1-3-11 I3e11.6 Yyu4|ウ オウ あたた.める おうな|||old woman, mother
嫚|B38 S14 P1-3-11 Yman4|バン マン ベン メン エン あなど.る けが.す おこた.る おご.る|||scorn, despise, be rude, affront
嫜|B38 S14 P1-3-11 Yzhang1|ショウ しうと しうとめ|||father in law, older brother in law, jealousy
嫠|B38 S14 P2-9-5 Yli2|リ やもめ|||widow
嫡|B38 G8 S14 F2130 N1253 V1263 H680 DK484 L440 IN1932 E1582 P1-3-11 I3e11.5 Ydi2|チャク テキ|||legitimate wife, direct descent (non-bastard)
嫣|B38 S14 N1251 V1261 P1-3-11 I3e11.3 Yyan1|エン|||beauty
嫥|B38 S14 P1-3-11 Yzhuan1|セン タン もっぱら ととの.える|||wholly, solely, entirely, lovey, cute, gather, collect, put in order
嫦|B38 S14 V1260 P1-3-11 I3e11.4 Ychang2|コウ ジョウ|||proper name
嫩|B38 S14 N1252 V1262 P1-3-11 I3e11.1 Ynen4|ドン ノン わか.い|||young, weak
嫪|B38 S14 P1-3-11 Ylao4|ロウ こいした.う なや.む|||hanker
嫮|B38 S14 P1-3-11 Yhu4|コ おとめ みめよ.い ほこ.る|||beautiful girl
嫵|B38 S15 P1-3-12 Ywu3|ブ ム こ.びる みめよ.い|||charming, enchanting
嫶|B38 S15 P1-3-12 Yqiao2|ショウ ソウ やつ.れる やせ.る|||
嫺|B38 S15 V1264 P1-3-12 I3e12.4 Yxian2|カン なら.う みやびやか|||refined, elegant, skilled
嫻|B38 S15 V1265 P1-3-12 Yxian2|カン なら.う みやびやか|||elegant, refined, skillful
嫽|B38 S15 P1-3-12 Yliao2|ロウ リョウ たわむ.れる みめよ.い みだ.れる さとい|||play with
嬀|B38 S15 P1-3-12 Ygui1|キ わるがしこ.い|||name of a river in Shanxi, crafty
嬁|B38 S15 P1-3-12 Ydeng1|トウ うつく.しい|||
嬈|B38 S15 P1-3-12 Yrao3 Yrao2|ニョウ ドウ キョウ ジョウ ヨウ わずら.わしい なや.む|||graceful, charming, fascinating
嬉|B38 G9 S15 F2274 N1255 V1267 H722 DK508 L2207 IN2048 P1-3-12 I3e12.3 Yxi1|キ うれ.しい たの.しむ|うらし うれし||glad, pleased, rejoice
嬋|B38 S15 N1254 V1266 P1-3-12 I3e12.2 Ychan2|セン|||beautiful
嬌|B38 S15 N1256 V1268 L430 P1-3-12 I3e12.1 Yjiao1|キョウ なまめか.しい|||attractive
嬖|B38 S16 N1258 V1269 P2-13-3 I3e13.2 Ybi4|ヘイ きにいり|||agreeable person
嬗|B38 S16 P1-3-13 Yshan4|セン タン ゆる.い|||succession to the throne
嬙|B38 S16 P1-3-13 Yqiang2|ショウ ゾウ ショク シキ そばめ|||lady
嬛|B38 S16 P1-3-13 Yhuan2 Yqiong2 Yxuan1|ケン ケイ ギョウ かた.い|||apt, clever, sycophant, flatterer
嬝|B38 S16 P1-3-13 Yniao3|ジョウ ジャク デキ なよ.やかな しなや.か たお.やか|||delicate, graceful
嬡|B38 S16 P1-3-13 Yai4|アイ|||(your) daughter
嬢|B38 G8 S16 F2059 N1257 V1270 H758 DK525 L1530 IN1836 E1422 P1-3-13 I3e13.1 Yniang2|ジョウ むすめ|||lass, girl, Miss, daughter
嬥|B38 S17 P1-3-14 Ytiao3|チョウ ジョウ タク テキ チャク よい あで.やか とりか.える|||slim, well proportioned, beautiful body, charming, captivating, ancient Chinese play
嬪|B38 S17 N1259 V1272 P1-3-14 I3e14.3 Ypin2|ヒン ひめ|||bride, marriage
嬬|B38 S17 V1271 L2203 P1-3-14 I3e14.2 Yxu1|ジュ よわ.い|つま||mistress, weak
嬭|B38 S17 P1-3-14 Ynai3|ダイ ナイ デイ ジ ネ ニ はは はぐく.む あね|||milk, suckle, breasts
嬰|B38 S17 N1260 V1273 L2193 P2-14-3 I3e14.4 Yying1|エイ ふ.れる みどりご あかご|||sharp (music), baby
嬲|B38 S17 N3014 V1275 P1-7-10 I5f12.1 Yniao3|ドウ ジョウ なぶ.る|||sport with, ridicule, tease
嬴|B38 S16 P2-3-13 Yying2|エイ|||to win, to have surplus, surname
嬶|B38 S17 N1261 V1274 P1-3-14 I3e14.1|かか かかあ|||wife (vulg), (kokuji)
嬸|B38 S18 P1-3-15 Yshen3|シン|||wife of father's younger brother
嬾|B38 S19 V1276 P1-3-16 I3e16.1 Ylan3|ラン おこた.る ものうい|||lazy, languid
孀|B38 S20 N1263 V1279 P1-3-17 I3e17.1 Yshuang1|ソウ やもめ|||widow
孁|B38 S20 P2-8-12 Yling2|レイ リョウ おんなのあざな め|||shrine maiden
孃|B38 G10 S20 N1262 V1277 H811 P1-3-17 Yniang2|ジョウ むすめ|||girl, Miss, daughter
孅|B38 S20 V1278 P1-3-17 I3e17.2 Yxian1|セン かよわ.い|||delicate
孋|B38 S22 P1-3-19 Yli2|リ レイ ライ また あざな|||
孌|B38 S22 P2-19-3 Yluan2|レン ラン バン マン したう すなお みめよ.い|||lovely, beautiful, docile, obedient
子|B39 G1 S3 F72 N1264 V1281 H3390 DK2125 L95 IN103 E25 P4-3-1 I2c0.1 Yzi3 Yzi2 Yzi5|シ ス ツ こ -こ ね|い き ぎ く け ねっ||child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac
孑|B39 S3 N269 V1280 P4-3-1 I2c0.2 Yjie2|ケツ ひとり|||mosquito wriggler
孒|B39 S3 P4-3-4 Yjue2|ケツ カチ キョウ ク クツ ひだりのうでがない みじか.い|||larvae of the mosquito
孔|B39 G8 S4 F2052 N1265 V1282 H179 DK131 L96 IN940 E1241 P1-3-1 I2c1.1 Ykong3|コウ あな|のり||cavity, hole, slit, very, great, exceedingly
孕|B39 S5 N1266 V1283 L2208 P2-2-3 I2c2.1 Yyun4|ヨウ はら.む|はらみ もと||become pregnant
孖|B39 S6 P1-3-3 Yzi1|シ ふたご|||twins
字|B39 G1 S6 F485 N1281 V1285 H2172 DK1374 L185 IN110 E28 P2-3-3 I3m2.1 Yzi4|ジ あざ あざな -な|||character, letter, word, section of village
存|B39 G6 S6 F577 N1267 V1284 H2982 DK1894 L684 IN269 E926 P3-2-4 I2c3.1 Ycun2|ソン ゾン|まさ||suppose, be aware of, believe, feel
孚|B39 S7 V1286 P2-4-3 I2c4.2 Yfu2|フ たまご はぐく.む|||sincere, nourish, encase
孛|B39 S7 V1288 P2-4-3 I2k4.1 Ybei4|ハイ ブツ ボツ|||comet, dark, obscure
孜|B39 G9 S7 F1457 N1268 V1287 L2209 P1-3-4 I2c4.1 Yzi1|シ つと.める|||industriousness
孝|B39 G6 S7 F1030 N773 V1289 H3205 DK2044 L1253 IN542 E860 P3-4-3 I2k4.3 Yxiao4|コウ キョウ|たか たかし のり よし||filial piety, child's respect
孞|B39 S7 P2-3-4 Yxin4|シン|||
孟|B39 G9 S8 F2127 N1269 V1291 H2220 DK1412 L2872 IN2049 P2-3-5 I2c5.1 Ymeng4|モウ ボウ ミョウ かしら|たけし たけ はる はじめ つとむ おさ はい||chief, beginning
季|B39 G4 S8 F842 N3266 V1292 H2554 DK1624 L912 IN465 E448 P2-5-3 I5d2.3 Yji4|キ|すえ とし||seasons
孤|B39 G8 S9 F1239 N1270 V1293 H356 DK263 L1879 IN1480 E1229 P1-3-6 I2c6.2 Ygu1|コ|||orphan, alone
孥|B39 S8 V1290 P2-5-3 I2c5.2 Ynu2|ド ヌ つまこ|||child, wife and children, servant, slave
学|B39 G1 S8 F63 N1271 V1294 H2555 DK1625 L324 IN109 E10 P2-5-3 I3n4.2 Yxue2|ガク まな.ぶ|たか のり||study, learning, science
孨|B39 S9 P2-3-6 Ychan2|セン ジュウ ニュウ つつし.む よわ.い みなしご|||
孩|B39 S9 N1272 V1295 P1-3-6 I2c6.1 Yhai2|ガイ カイ ちのみご|||baby, infancy
孫|B39 G4 S10 F1388 N1273 V1296 H410 DK305 L1393 IN910 E538 P1-3-7 I2c7.1 Ysun1|ソン まご|ひ||grandchild, descendants
孮|B39 S11 P1-3-8 Ycong2|ソウ ズ|||
孯|B39 S11 P2-8-3 Yjian1|カン ケン かた.い|||
孰|B39 S11 N316 V1297 P1-8-3 I3d7.14 Yshu2|ジュク いずれ たれ|||which, how, who
孱|B39 S12 V1298 P3-3-9 I3r6.4 Ychan2 Ycan4|セン サン よわ.い|||weak, steep
孳|B39 S12 N603 V1299 P2-3-9 I2o9.2 Yzi1 Yzi4|ジ シ う.む しげ.る|||increase, bear children, also N1274
孵|B39 S14 N244 V1301 P1-4-10 I3n10.5 Yfu1|フ か.えす|||hatch, incubate
學|B39 S16 N1275 V1302 H2898 P2-13-3 Yxue2 Yxiao2|ガク まな.ぶ|さとる||learning, knowledge, school
孺|B39 S17 N1276 V1303 P1-3-14 I2c14.1 Yru2 Yru4|ジュ おさない ちのみご|||child
孼|B39 S19 P2-16-3 Ynie4|ゲツ ゲチ わきばら ひこばえ わざわ.い|||misfortune, sin, evil
孽|B39 S20 P2-17-3 Ynie4|ゲツ ゲチ わきばら ひこばえ わざわ.い|||evil, son of concubine, ghost
孾|B39 S20 P1-3-17 Yying1|エイ みどりご|||baby (especially a girl), infant
孿|B39 S22 P2-19-3 Yluan2|サン セン レン ふたご|||twins
宀|B40 S3 V1304 H3425 P4-3-4 I3m0.1 Ymian2|ベン メン||うかんむり|shaped crown, katakana u radical (no. 40)
宁|B40 S5 P2-3-2 Yzhu4 Yning2 Yning4|チョ たくわ.える|||calm, peaceful, serene, healthy
它|B40 S5 V1306 P2-3-2 I3m2.3 Yta1|タ へび|||other
宄|B40 S5 P2-3-2 Ygui3|キ みだれ よこしま|||traitor, villain
宅|B40 G6 S6 F357 N1279 V1308 H2174 DK1376 L1916 IN178 E928 P2-3-3 I3m3.4 Yzhai2 Yzhe4|タク|け たか たけ や やけ||home, house, residence, our house, my husband
宆|B40 S6 P2-3-3 Yqiong2|キュウ キョウ あめ そら|||
宇|B40 G6 S6 F883 N1280 V1309 H2175 DK1377 L1656 IN990 E811 P2-3-3 I3m3.3 Yyu3|ウ|いえ たか ひろ ひろし||eaves, roof, house, heaven
守|B40 G3 S6 F457 N1282 V1310 H2173 DK1375 L186 IN490 E300 P2-3-3 I3m3.2 Yshou3|シュ ス まも.る まも.り もり -もり かみ|う し も て||guard, protect, defend, obey
安|B40 G3 S6 F144 N1283 V1311 H2171 DK1373 L190 IN105 E223 P2-3-3 I3m3.1 Yan1|アン やす.い やす.まる やす やす.らか|あ あす あず あっ や||relax, cheap, low, quiet, rested, contented, peaceful
宊|B40 S7 P2-3-4 Ytu1|トツ カ つ.く|||
宋|B40 G9 S7 F2058 N1285 V1313 L2215 P2-3-4 I3m4.1 Ysong4|ソウ|||dwell, Sung dynasty
完|B40 G4 S7 F595 N1288 V1315 H2201 DK1396 L187 IN613 E440 P2-3-4 I3m4.6 Ywan2|カン|||perfect, completion, end
宍|B40 S7 F2269 N1284 V1312 L2216 P2-3-4 I3m4.4 Yrou4|ニク ジク しし|し しん||muscles, meat
宎|B40 S7 P2-3-4 Yyao3|ヨウ|||
