口		くち	mouth	亜唖阿哀姶悪葦飴鮎或袷杏偉椅緯違遺域磯咽員韻吋右碓渦嘘唄噂営影衛鋭悦閲園沿燕猿艶薗遠鉛塩沖何伽加可嘉架歌河珂禍箇苛茄荷蝦嘩迦過賀駕回廻拐凱咳害碍鎧嚇各廓格確郭閣隔革額顎割喝恰括活轄叶噛侃喚官患感憾棺漢環管還韓館舘含癌岩喜器奇嬉寄貴騎吉吃喫桔橘詰砧客吸宮給居距鋸亨享京僑競叫喬橋況矯興蕎驚局極桐僅勤謹吟句狗苦駒虞喰串轡繰君群郡袈兄啓憩敬景警鯨結倹剣喧検研硯絹遣険験鹸減個古呼固姑故枯湖糊胡跨鈷鼓呉吾娯悟梧瑚碁語誤醐向后喉垢拘浩硬稿膏砿閤高号合壕濠豪克告酷鵠唆砂哉砕砦咲崎埼碕鷺咋捌伺使司史嗣始師獅詞諮飼事治磁辞叱蔀縞舎捨若惹呪樹周就拾蹴輯週獣祝塾熟淳醇恕償召哨商唱嘗尚廠招掌昭沼照硝礁紹裳詔象賞常嘱唇尋笥厨逗吹帥嵩据菅裾澄整聖税石跡蹟碩説舌占船践善繕膳噌疎礎創倉喪操槍燥蒼藻鎗像造促捉束足速俗損唾怠胎苔鯛台啄拓諾只叩脱谷嘆歎短壇檀知智痴蜘嫡中仲忠衷凋喋帖彫調超跳勅槌追鎚柘鍔潰壷吊亭停呈碇程蹄摘敵滴適鏑哲店甜貼点兎吐妬登菟砥砺党唐塔塘宕搭燈痘答筒糖豆踏鐙頭闘同堂洞胴銅匿橡苫噸惇敦呑灘鍋難如粘嚢覗破倍培賠陪硲筈噺塙蛤磐否碑避逼品埠富冨部葺蕗副幅福吻噴僻壁癖碧別保舗菩呆烹砲褒豊剖膨吠釦殆磨哩俣麿味民眠椋名命銘鳴免問冶躍鑓唯佑揖祐裕邑融容溶熔蓉踊慾欲浴頼洛絡落酪乱吏掠略硫侶亮涼諒臨呂賂路露婁和話惑鷲鰐藁碗豫舒亟亳亶估佝佶倚倨做傴僉僖儉儔儼儻兌兢冏冲况凅凉凛凾刮剋剌剞剴剳劍劔劒剱劈劬劭劼勍勸匐匳區卻厰叮叨叭叺吁吽呀听吭吼吮吶吩吝呎咏呵咎呟呱呷呰咒呻咀呶咄咐咆哇咢咸咥咬哄哈咨咫哂咤咾咼哘哥哦唏唔哽哮哭哺哢唹啀啣啌售啜啅啖啗唸唳啝喙喀咯喊喟啻啾喘喞單啼喃喩喇喨嗚嗅嗟嗄嗜嗤嗔嘔嗷嘖嗾嗽嘛嗹噎噐營嘴嘶嘲嘸噫噤嘯噬噪嚆嚀嚊嚠嚔嚏嚥嚮嚶嚴囂嚼囁囃囀囈囎囑囓圄國圍圓圖嗇圜堝堡墻壑壤壹壽竒奩娟婀嫗嫦嫩嬌嬋嬖嬾孃孰寤寰尅岷岾峇峪嵜嵒嶇嶝嶮巉巖幃幗幤廚廩廱彁彈彭徊怡怙怐恪恬恫悁悚悒悋惆愕愍愴慥慝憙憇憬憚懆懍懶懿懽戰戲扣拿拈挌拮捐掎掵搶撼擅擘擱擡抬擣攜敕敞敲數斂斫晤晧暾枷柯枴枳枸梏檮梠桾椁椥棠楜楫榿槁榾榕槨權樞樓橲橙檠檢檣檗蘗櫚蘖櫺欟欹歐歙歛歡歸殕殞殪殫毆毫氈氓沽沾泯洽洳涓濤涸淌渮渟溂滄溏灌滬滾漱潯澎澡瀛瀲炯烱烙焙煦熹燉爨牆牾犒狆狢狷猗獸獵獻獺珈珞珸瑾璧甌甓甞畧畸當疇痂痞痾痼瘡瘻癩癰皓皚盒瞎瞠瞶瞼瞽矼砌砒礦砠礪硅碎硴碆硼碚碌碣碵碪碯磑磆磋磔碾碼磅磊磬磧磚磽磴礇礒礑礙礬礫祠禧禪禮稠稟禀稾穃穡穰窘窖窩窶站竦笳笘笞筥箚箴篩簑簔簓簍簣簽籌籟籥粭粡鬻絅紿絮絽綺綢綰緘緝緡縋縷纈罐罟罠羂羇羣羶羸翕耜聒聟膈膕臂臉臙臺舍舐舖舸艙艢艷苟茴茖茹荅茗莟茣荳菫萼蕚葫葆萵蒿蒟蔔蕁薔薛藪薜薹藾號蛄蛔蛞蜈蛻蜩蝠蝸蝴蟐雖螳螻蟶蟷蠹蠧衙衞袁袞裔裙褓襃褸襌襠襞襭覘覬觀訶詁詒詬誥諫諤諱謌謳謫譎證譟譬譴讌讒讓讙谺豁谿豈豌豎豐貂貉貽贏赧跂趾趺跏跚跖跌跛跋跪跫跟跣跼踈踉跿踝踞踐踟蹂踵踰踴蹊蹇蹉蹌蹐蹈蹙蹤蹠踪蹣蹕蹶蹲蹼躁躇躅躄躋躊躓躑躔躙躪躡軆軻輅輻轅轎轗辜辟辣迚迥迢迴逅逞逧遐邉邵郢郤扈鄂鄙鄲酩酲醢醴釀鉤鉐銛鍄錮鍼鎬鎔鏤鐶鐵鐡鐺鑄鑰鑵閭閾闊濶闡闢隕險雕霑霹靈靠鞅靺鞣鞳韋韜韶頡頷顫顴颱餉餬饐饋饕馘駛駘駱驅驕驗驩骼髏體髞髫髻鬟鬪鬲鮖鰕鰔鰊鰤鱚鴣鴿鵑鶉鶫鶚鷸鸛鹹麌黏點黠黥黨皷鼕齣齠齬齪齶龕龠凜熙
囗		くにがまえ	box	囲咽因姻園薗恩箇回廻菌圏鹸個固口国困梱四囚図団壇掴圃亶凅凛囮囹圀囿圄圉圈國圍圓團圖嗇圜墻幗廩徊悃惱懍擅椢檣氈氤泗泅涸湎溷滷烟牆牘犢瑙痼碯稟禀穡窗箘篦粤總續羶聰腦膕臘艢茵茴蓖薔蛔覿諄讀貔贖迴鄙錮鐓鑞顫駟鬣鰮鹵鹹鹽麕黷
土		つち	earth	娃握渥圧綾域越園堰煙猿薗遠塩屋牡佳塊壊怪害崖涯蓋街浬蛙垣嚇赫掛樫割轄鰹竃堪基規起喫却脚去境怯僅勤均謹窪卦圭珪型契径桂渓畦経罫茎軽頚鶏潔堅憲坑垢浩耕劫壕麹告酷鵠坤墾坐座挫債哉塞栽裁載在坂堺埼鮭鯖錆至詩侍寺持時痔蒔執室舎捨赦社趣樹周週塾庄粧城場壌情埴塵趨勢晴清精請青静積籍績責赤蹟先洗潜繊銑塑素走増造堕堆待戴鯛達坦壇地致秩窒鋳凋彫調超墜塚漬坪堤填纏吐堵塗徒杜倒塔塘梼涛祷等到堂特毒瀞熱埜培塙班菱蛭埠赴封墳塀陛壁舗墓報法坊膨墨睦堀埋姪靖陸凌稜陵塁倩傲僥僣刧勣哇咥啀嗷嘖囈囓圉嗇圦圷圸坎圻址坏坩埀垈坡坿垉垓垠垳垤垪垰埃埆埔埒埓堊埖埣堋堙堝塲堡塢塋塰毀塒堽塹墅墹墟墫墺壞墻墸墮壅壓壑壗壙壘壥壜壤壟壻奎屆峙崕崚嶢幄幇廛彗彭恠恚恃惆慳慥懌懴截挂挈捏撓擇撻擡攅敖晧曉桎梏椡楔榁槿橈檣殱殼汢洙涅淕湮溘澆濳澎澤熬燒燵牆猜琺甄畤疆癪皓盍睚睫睛睾瞎瞠硅磧磽禊稠穡窖竈筅簀籖綢緻縱繞繹纒纎纛翹耋肚膣腟臺臻艢菫菁蔆蓙蕘薔薐薹藝蜻蜩螯螫螳蟯袁袿褂褻襭覲誥譯讚豁贅贊賍赧赭赱赳趁趙跌跣跿躔軼輊轅逵遨遶鏗鐃鐵鐡鑽閨闔闥陞陦靜靠鞋韃饒驍鰲鵄麸鼇齧齷堯
士		さむらい	samurai	壱淫荏嘉馨殻款喜嬉吉桔詰結鼓穀仕志誌実壬声壮荘装続壷廷涜読読任妊売俵表耗伶隷佶僖儔凭劼噎壯壺壹壼壽奘姙婬孛屆廚弉恁愨憙懿拮擡擣檮橲殪濤熹牘犢疇痣瞽磬禧竇籌纈續罟聲臺莊薹蠧衽裝覿謦讀賣贖躊轂鑄雕頡饐髻鱚黠黷皷鼕
夂		ふゆがしら	winter	愛逢綾榎夏各格閣額緩徽客拠驚慶警後降麹唆鷺撒酸終俊峻竣駿処擾条数冬麦髪抜柊菱蕗復腹複覆変峰峯縫蓬蜂鋒務霧麺薮優悠憂洛絡落酪履略隆凌稜陵賂路露處厦咎喀咯嗄夊夐崚嶐廈徼恪悛愎挌掖擱曖梭椶浚烙烽狢倏珞瓊畧疼皴瞹禝稷窿篷絳絛總聰苳茖蔆薐蝮螽謖貉輅輹逡鑁靉馥駱骼鮗鰒麥麩麸麪麭鼕
夊		すいにょう	go slowly	
夕		ゆうべ	evening	宛移液怨苑鴛外傑拶燦餐屍死汐瞬舜舛然葬多撚燃舞桝夢名銘夜燐隣鱗麟憐椀碗腕侈儚夘夛梦夥奬婉將徭掖搖斃桀漿炙獎磔窗窰粲腋茗蕣薨蜿謠豌迯鄰酩鋺鏘鵺鷂遙瑤
大		おおきい	big	葵鯵庵夷椅咽因姻窺映瑛英奄掩央奥襖俺恩快巻喚換漢関器奇寄規騎喫侠僑喬峡挟狭矯蕎契鶏決訣倦券券圏圏拳捲犬袴誇跨衡咲崎埼碕蚕讃賛失実臭勝奨笑尖遷奏送太汰駄替奪歎秩朕槻鄭迭鉄天添套突呑奈灘捺難漠莫美夫扶芙奮募墓慕暮俸奉捧棒奔幕膜俣湊摸模戻矢妖沃涙類佚倚僊冪决刔刳剞劵匏卷簒唳嗅圈墺夬夭夲夸夾奕奐奎奚奘奢奠奧奬奩姨嬌寞峽嵜帙忝怏惓惷懊抉挾掎捩揆撩擲攀攅昊暎暸桍椦楔欹殀殃氤泱洟浹淹渕渙溪滕滲潦澳濮烟煥燎燠狹猗獏瓠畉畚畸痍癸皋眷礇礬禊秧筴篋籐籘糢綺綣綟縢繚纉缺罨羃羇羹羮胯臻舂艱茵莢菴莽葢蓁蔘蜷蟇蟆蠎蟒蠢袂謨譛谿豢貘趺跌蹊躑躾軼輦輳轎銕鋏鎹鐐鑚閹陜陝霙鞅飫驂驀驕鰆鴃鴦鷄麸
女		おんな	woman	娃姶姐安按案鞍委威萎姻姥嬰堰宴嫁姦嬉妓嫌姑娯好腰婚妻桜始姉姿嫉屡恕妾娼嬢娠数凄姓棲接妥嫡嬬妬努奴怒汝如妊婆媒妃姫媛婦娩妨妹妙婿娘姪妄薮妖要婁楼倭偃僂呶嚶奸妁妝佞侫妣妲姆姨姜妍姙姚娥娟娑娜娉娚婀婬婉娵娶婢婪媚媼媾嫋嫂媽嫣嫗嫦嫩嫖嫺嫻嬌嬋嬖嬲嫐嬪嬶嬾孃孅孀孥妛巍帑弩悽拏數晏椄樓櫻洳淒瀛瓔珱痿瘻矮窶簍籔絮綏縅縷纓茹萋藪螻褄褸逶鏤霎餒駑髏魏鮟鰄鸚
子	孑	こ	child	廓郭学季享教孤菰厚好孔孝酵仔孜字塾熟淳醇序存孫遜惇敦乳浮勃孟猛遊李俘吼哮孕孚孛孥孩孰孳孵學斈孺孱悖悸拵暾栫桴椁槨殍渤游潺燉艀荐蜉蝣諄郛鐓鶉
宀		うかんむり	crown	宛安按案鞍院宇窺宴演嫁家寡稼害確額割轄竃萱寒完官寛棺管莞館舘寄宜誼客宮究窮空寓窟窪穴喧憲宏控腔塞宰搾窄察擦字宍室実蛇寂守狩宗宿縮宵錠寝審崇菅窃宣穿宋窓綜詑柁舵陀宅綻窒宙苧貯寵鶴定碇宕突寅寧賓富宝密蜜宥容溶熔窯蓉淀寮牢詫椀碗腕佗佇侘倥咤啌喀嚀婉嬪它宦宸寃寇寉寔寐寤實寢寞寥寫寰寶寳愃掟搴擯晏暄棕榁寨榕樒櫁檸檳殯沱浣浤淙滓濘濱瀉瀋獰疉皖瞎穃穹穽窈窗窕窘窖窩竈窰窶竅竄窿邃竇竊竚箜粽糘紵綰縡繽聢聹膣腟萓蓿蜿諚諠謇豁豌賽蹇踪邊鉈鋺鎔鏥駝騫鬢鮟鴪鴕
寸		すん	inch	尉慰吋欝蔚噂碍冠詩侍寺持時痔蒔射謝爵守狩寿樹遵奨将蒋醤辱尋厨専尊村対耐待奪樽団酎鋳梼涛祷等討闘導得特博薄縛肘付府符腐附封鮒簿鱒俯傅傳儔咐嚼囀團坿埒埓塒墫壽奬尅將專對峙幇廚忖恃愽慱拊搏摶擣柎檮椨榑槫濤溽溥漿潯熨獎甎畤疇畴磚籌紂縟罸耨腑膊苻蒄蓐蓴蕁褥賻蹲躊轉鏘鑄陦鬪麝
小		ちいさい	little	影願京景鯨隙懸県原源沙砂裟歳糸紗寂就蹴叔淑少抄渉省称雀戚尖捗督迩祢秒瀕賓頻歩褒穆妙椋弥掠僚寮涼療瞭諒遼伶隷劣鷲亰俶凉勍娑嬪寳尓尠愿憬撩擯敍敘斃暼暸杪椒槭檳殯毟渺潦濱炒燎珎畭眇齋穢緲縣繚繽纛莎荼菽蘋蜍袮蹙鈔鍄鐐陟隲顰鬢鯊鷯黥鼈
尢	尣	まげあし	crooked leg	就蹴耽沈枕尤鷲厖尨忱犹疣眈肬酖鴆
尸		しかばね	flag	握渥尉慰蔚駅屋梶居鋸局屑屈掘窟犀刷屍屡尺釈嘱尻尽据裾声層属択沢遅昼泥展殿澱屠届尼尿避尾眉塀僻壁癖堀侭訳履漏倨倔劈呎咫囑媚嬖屁屆屎屓屐屏孱屬崛崢嵋幄怩擘昵桾檗蘗潺熨爲璧甓瘡癜眤矚碾磬穉聲臀臂艙薜裙襞謦譬跼踞蹌躄輾辟遲鈬闢霹齷
屮		てつ	old grass	逆朔趨雛塑遡蕨厥愬槊溯獗皺艸芻蒭蚩蹶鄒闕
山		やま	mountain	岡峨凱崖鎧岳缶岸巌癌岩岐徽峡屈掘窟綱鋼剛嵯催崎出峻瑞崇嵩拙仙岨岱辿炭端徴懲島嶋峠微峰峯崩堀満岬密嵐両嶺倔剴丗咄喘嗤圸乢屶屹岌岑岔妛岫岻岶岼岷峅岾峇峙峩峽峺峭嶌峪崋崕崗嵜崟崛崑崔崢崚崙崘嵌嵒嵎嵋嵬嵳嵶嶇嶄嶂嶢嶝嶬嶮嶽嶐嶷嶼巉巍巓巒巖惴揣搗摧攜朏杣柮棡榿槝樒汕湍澂猯疝皚眄磑祟糶繃艷薇蚩覬豈豐閊黜黴
巛	川	まがりがわ	crooked river	侃釧訓慌荒災拶州洲酬巡順疏馴流琉硫剄勁卅廱徑惱旒梳毓獵瑙痙癰碯經緇脛腦臘莖蔬輕輜逕醯錙鑞頸駲鯔
工		たくみ	craft	恐空功巧控攻江紅腔貢項鴻佐嵯左差瑳試式拭尋惰楕築筑虹杢倥儔剄勁啌嗟噐噬墮壽嵳巫弑徑惘扛搓擣杠檮椌槓槎橢汞濤潯熕畭疇痙矼磋穩筮箜籌經縒缸肛脛隋膸莖蕁蛩覡訌誣跫蹉躊軾輕逕隨鑄隱靈鞏頸髓鵐
己	已巳	おのれ	snake	改鞄巻忌紀記起倦圏捲巷港撰選遷巽巴配妃包庖抱泡砲胞飽僊囘匏咆垉惓杞枹炮煕熈爬疱皰祀綣苞萢蚫蜷袍鉋雹靤韆饌髱鮑麭熙
巾		はば	cloth	柿希帰稀錦策刷刺姉市師獅常飾帥制製席匝掃帯滞凧帖帳吊帝締諦蹄逓肺幡帆婦布怖幅幣弊蔽瞥帽幌幕棉綿佩冪唏啻啼嫦帋帚帙帑帛帶帷幄幃幀幎幗幔幟幢幤幇掣敝斃旆晞暼柬棘棗楴楝欷歸沛滯珮箍箒篩緜羃菷蒂蓆蔕乕蟐衞閙霈鬧鯑鰤
干		ほす	dry	芋宇迂釜刊幹汗竿肝舘岸杵許粁献軒午坪南楠年拝秤平揺謡遥舒喃圉奸岼幵并忤怦悍扞拜拌捍敍敘旆旱杆栞桿泙湃滸澣稈罕苹萍訐遖鑿餘餠駻骭鮃鼾
幺		いとがしら	short thread	磯胤幾機畿郷響饗幻弦玄絃舷後糸慈滋磁畜蓄幽幼率聯呟奚孳麼拗斷樂櫟溪濕甕痃眩窈繼聨茲藥蟀衒譏谿蹊酳鉉關隰雍顯饑鷄黝
广		まだれ	dotted cliff	庵応廓拡慶庫広庚康糠鉱砿漉座鹿遮庶序庄床廠粧塵席薦鷹庁底庭店纏渡鍍度唐塘糖廃庇廟府腐庖摩磨魔麻麿傭庸麟麗暦歴廉簾廊麓俯儷嘛壙麼庠廁廂廈廐廏廖廣廝廚廛廢廡廨廩廬廱廳廰慷慵應擴曠昿椨麾溏濂灑礦糜絋縻腑膺蓙蓆蔗賍蹠躔軈轆鏖鑛驪鱇鷓麁麈麋麌麒麕麑麝靡
廴		えんにょう	long stride	延廻健建鍵誕庭廷挺艇廼之廸梃涎筵腱莚蜒蜑霆
廾		にじゅうあし	twenty legs	横戒械開革尭暁刑型形荊研済斎剤冊算升昇斉葬鼻併塀弊弁奔餅弄丼侖剏卉哢嚊垪妍嬶屏峅弃弉彝彜枡枅笄絣聨胼舁莽蠎蟒誡迸陞駢鼾
弋		しきがまえ	ceremony	試式拭岱袋貸黛代鳶弐斌賦武鵡弌弍垈弑曵杙玳膩貳貮軾
弓		ゆみ	bow	夷鰯引鵜粥窮強彊弦弧弘弱第弾弛弔張剃弟悌梯溺矧費弼弗沸弥湾丐佛俤兮姨嫋嵶廢弖弩弭弸彁彈彌彎弯彿怫拂搦泓洟涕漲瀰灣狒疆痍發睇穹鬻繦蒻蚓襁躬銕髴鶸
彐		けいがしら	pig head	伊隠縁穏鎌帰急慧兼嫌謙互庚康糠妻事繍粛捷浄侵寝浸尋凄棲静雪掃争逮濯鱈擢唐塘当瀞剥婦躍傭庸曜耀緑伶隷廉簾禄録亊儘喙嘯壗夛寢尹崢帚彝彜彑彗彙悽慊慷慵戳掾档桾棣椽櫂櫞歉歸沍淨淒溏潯濂瀟燼燿爭疉盡睫碌秉穩窘笋箒箏筝簫糴糶羞羣肅膤艝萋菷蒹蕁蕭裙褄諍賺贐轌錚隱隶隸靆靜駸鱇
彡		さんづくり	short hair	鯵影顔形諺彩参惨修彰疹診須杉彫珍髪髭彦謬彪彬膨穆偐勠厖參寥尨廖彭慘戮摎樛鬱殄滲澎畛簓繆膠蓚蔘蓼衫袗趁軫醪鏐顏餮驂髟髢髣髦髯髫髮髴髱髷髻鬆鬘鬚鬟鬢鬣鰺
彳		ぎょうにんべん	going man	衛往街徽禦径桁後御行衡従縦術循徐衝征待徴懲徹徒得徳彼微復覆役履律葎哘垳屐彷徃徂彿徊很徑徇從徙徘徠徨徭徼愆慫樅衍絎縱聳薇衒衙衞衢裄蹤轅銜鵆黴
心		こころ	heart	愛悪意慰隠怨応億憶臆恩穏患感憾忌急恐恭愚恵慶慧憩憲懸忽惚懇志思誌慈悉偲蕊惹愁恕擾芯惣想窓総聡息怠態恥忠懲聴添怒徳忍認寧葱念捻悲泌秘必穂慕忘密蜜稔悶愈癒優悠憂慾慮恋惑偬唸噫嚀廳廰忝悳忿怎怱恚恁恷恣恙惡惠愆惷愡愍慇愨愿愬慂慙慫慝憙憖憇憊憑應懃懋懣懿戀撼曖棯樒櫁檍檸沁濘濾熄獰瑟痣瞹祕穗穩綛總聰聹聽腮荵蘂蟋謐軈轗鐚鑢隱靉顋鯰鰓
戈		かのほこ	tasseled spear	或威域磯越俄峨我蛾餓戒械感憾幾機畿儀戯犠義蟻議戟減哉栽歳裁載識戎城織職成盛誠戚戦繊臓蔵賊戴伐筏閥蔑戊鵡滅茂惑咸哦喊國娥孅峩嶬幗幟懺懴戉戍戌戔戛戞戡截戮戰戲戳找撼晟曦棧槭殘殲殱淺濺熾牋犧盞礒穢筬箋箴籤籖絨綫緘縅纖纎羲膕臟臧艤莪藏襪誡譏讖戝賤贇贓踐蹙軾轗鉞錢錻鍼鐵鐡閾韈餞饑馘鰔鰄鵝鵞鹹
戸	戶户	とびらのと	door	芦啓肩雇顧所扇煽肇扉偏篇編遍房戻涙炉唳愴扁捩搶枦滄滬粐綮綟翩舮蝙褊諞扈鈩騙
手	才	て	hand	俄峨我蛾餓看儀犠義蟻議挙撃拳承掌摩拏拿挈掣搴摯擘擧攀攣襷
支		しんにょう	branch	伎岐妓技鼓枝肢叟屐搜溲瞽翅艘跂鼕
攴	攵	ぼくづくり	folding chair	液改各敢巌救教驚啓敬警激厳故攻撒散孜篠赦修処廠条数政整致徴懲敵徹撤轍冬敦敗肇繁微敏敷幣弊蔽瞥倣放牧枚薮悠做傚傲儼厰嗷嚴夂嫩巖幤愍攷收攸畋效敖敕敍敘敞敝敲數斂斃變暾暼條橄檠檄滌澂瀲熬燉倏瞰竅筱籔絛綮緻繖脩蓚藪薇螯螫覈贅跋遨邀釐鐓霰髮魃鰲鶩黴黻鼇鼈
文		ぶん	sentence	蚊済斎剤斉対斑斐斌紋吝斈悋憫旻紊虔贇閔顏馼
斗		とます	dipper	斡科魁斜図料抖斛斟槹槲萪蚪蝌
斤		おの	axe	蛎岳祈丘欣芹近駈后垢斬暫斯質循楯盾所匠新薪誓逝斥析折漸訴断哲砺栃遁派噺鋲浜斧兵脈励厮听嘶圻塹嶄廝忻慙慚拆掀撕斫斷晢晰柝梹槧沂泝浙淅皙蚯蜥躓邱釿鏨
方		かた	direction	於旗激施旋族敷倣放芳訪傍坊妨房紡肪防遊旅傲唹嗷嗾圀彷徼敖旃旆旁旄旌旒旛旙枋楞榜檄淤游滂熬磅竅簇籏膀膂舫葹蒡蔟蝣螯覈謗贅遨邀邊錺鏃閼餝髣魴鯲鰲鼇
无	旡	むにょう	crooked heaven	僭廐曁漑潛簪蠶譖
日		ひ	sun	旭斡絢暗闇意易稲韻鰻影映曳洩謁厭堰奄宴掩焔艶押旺横億憶臆温音暇晦碍馨垣喝渇葛褐鴨萱乾幹柑桓澗簡翰諌間陥韓旧境鏡響暁曲隅沓勲君薫掲景稽詣戟隙喧顕厚恒昂晃更梗甲硬香甑坤婚昏昆混最榊昨錯匙撮晒暫指旨脂賜児時蒔識軸湿煮者借錫種腫重春旬殉暑曙渚緒署書薯藷諸傷唱嘗娼彰昇昌昭晶樟照章菖衝鍾障場織職伸晋申神紳椙是星晴醒惜昔籍宣潜噌措曾曽僧層捜挿早曹槽漕糟草遭増憎贈替醍題卓但坦担旦胆壇暖檀智宙抽昼瀦猪著暢朝潮腸陳椿紬堤提笛典堵屠賭都凍悼東棟湯董蕩踏働動得届曇濃膿農曝漠爆莫箸晩廟鰭普譜復腹複覆便鞭募墓慕暮萌豊帽暴冒幌昧幕膜慢漫蔓岬冥明盟摸模儲薬油柚由揚曜楊陽欄蘭履僚寮療瞭糧遼量暦煉練錬魯櫓亘亰亶倡倬偃會偈偖僭僣竸冪剔勗曼啅嗜嘲噫囎塲塒墹墸壓壜奢妲媼嫺寔寞崑嶂幎幔幟廸徇怛恂悍惠慍惷惺愃愎慇慯慱慟憬抻捍捏掉揀搨摶撩擅旱杲昊昃旻杳昵昶昴昜晏晄晉晁晞晝晤晧晨晟晢晰暃暈暎暉暄暘暝曁暹曉暾暼曄暸曖曚曠昿曦曩曷檜桿棍棔棹椣楮榲榻榠槫樶橸檍歇殤汨洵涅淹滉溲溟潛濳潭潦澣濕瀑瀚潴瀾焜煦煬熏燻燗熾燎爛狎猖猩獏獪璋甎甦疸瘍瘟瘴癇盪蘯睹瞑碣磚禪禮禺稈穗竭筍箟篳簪簟粳糢絏綽緡縉縵繝繚繪罎罨罩羃羯羶耆耒耘耙耜耡耨聘胛胄腆腥腴膃膊膓膾臈舳艘艚艪荀菴菎萸萬蓍蓴蕈薀薈藉藐藕藹蘊蘰蚰蜴蝎蝮蝪螟蟇蟆蠍蠢蠶衵袒裼褞襴覃覩觴詢諳諠諛謾謨譖譛譚豬貘赭躇軆輹迪遏醋醴釉鏝鐔鐐閘閹闍闌隰靄靨靼鞜鞨竟韶韵顆顫顯饂饅馥駻騁驀體髷鬘魘鮨鯣鯤鰆鰒鰛鱆鱠鱧鵲鶇鷯黯黶鼬
曰		ひらび	flat sun	倬嶂掉曵曷潭璋瘴簟蕈譚鐔
月		つき	moon	胃謂育郁胤厭臆骸角滑肝期脚胸脅筋屑熊絹肩湖糊股胡瑚醐肯肱腔膏腰骨肴削朔鯖錆撒散肢脂腫襲勝哨宵梢消硝肖鞘情腎随髄晴清精請青静脆脊煎箭腺前膳塑遡臓揃堕惰楕態胎腿瀧蛸脱棚胆寵朝潮脹腸朕徹撤轍藤謄騰胴瀞豚能脳膿覇背肺肌罷肥膝肘廟膚服腹崩朋胞萌鵬望肪膨膜鮪脈婿明盟靖愉愈癒諭輸宥有龍朗聾肋賄脇腕侑倩偸兪冑冕剪喟喩嘲囿堋墮壓壟壻娟峭弸悁悄愬捐揄擶擺朏朖朞朦朧霸楜楡榾槊橢涓淆渭渝溯滕潸瀛狷猜猾瑜瓏瘉瘠睛硼磆稍箙籠籐籘縢繃繖羂羆羸翦肛肓肚肭冐肬胛胥胙胝胄胚胖脉胯胱脛脩脣脯腋隋腆脾腓腑胼腱腮腥腦腴膃膈膊膀膂膠膕膤膣腟膓膩膰膵膾膸膽臀臀臂膺臉臍臑臙臘臈臚臟菁萠葫蘢蜻蝟蝴蝓覦誚贏趙踰蹐逍逾遯隨酳銷鍮陏隴霄霰靜餬骭骰骼髀髏髑髓體魘鮹鵑鶻鶺龕
木	朩	き	tree	梓案杏椅欝栄榎横桶果架禾菓課械概柿格核楽樫橿梶椛樺株栢柑桓棺諌閑机棋棄機桔橘杵休朽渠橋業極桐禁襟櫛栗繰桑桂桁傑検権枯梧檎杭校梗構耕困根梱査彩採栽采菜材榊柵策桜札殺雑桟刺枝漆篠柴杓朱殊珠樹集柔術述楯床松梢樟樵湘条杖植新森榛深薪親枢杉椙整棲栖析籍栓栴染楚疎礎宋想操巣槍槽燥相藻霜束速村柁楕体棚樽探檀築茶柱樗喋牒蝶諜勅陳椎槌栂槻柘椿梯塗杜途凍東桃梼棟栃橡椴楢楠埜杷杯媒梅楳煤柏箱櫨鉢噺板樋枇柊膝桧標彬楓焚柄保呆某棒謀朴本摩磨魔麻妹昧枚槙枕柾桝抹末沫麿味未魅椋棉模耗杢薬柳柚楊様葉裸来莱頼欄蘭李梨梁林淋琳暦歴煉練錬櫓楼榔麓枠藁椀侏來凩刹剌剿勦喇嗽嘛噤噪囃堡梦夥婪嫩嫻嬾孀麼廂弑彙徠恷悃悚慄憖懆懋懶揀揉攀擽敕杲杳晰朮朿朶杁朸朷杆杞杠杙杣杤枉杰枩杼杪枌枋枦枡枅枷柯枴柬枳柩枸柤柞柝柢柮枹柎柆柧檜栞框栩桀桍栲桎梳栫桙档桷桿梟梏梭梔條梛梃檮梹桴梵梠梺椏梍桾椁棊椈棘椢椦棡椌棍棔棧棕椶椒椄棗棣椥棹棠棯椨椪椚椣椡棆楹楷楜楸楫楔楾楮椹楴椽楙椰楡楞楝榁楪榲榮槐榿槁槓榾槎寨槊槝榻槃榧樮榑榠榜榕榴槞槨樂樛槿權槹槲槧樅榱樞槭樔槫樊樒櫁樣樓橄樌橲樶橸橇橢橙橦橈樸樢檐檍檠檄檢檣檗蘗檻櫃櫂檸檳檬櫞櫑櫟檪櫚櫪櫻欅蘖櫺欒欖鬱欟麾沐洙淞淅渣渫溂漱滌潸澡瀝瀾烋爍爛爨牀獺痲痳癩癧皙眛磔礬礫秣竦笨篥簗籟糅糜紮綵緤縻罧耒耘耙耜耡耨茉茱菘菻葆蕀蘂藉藕藥藾蛛蜥蠑裹褓襃襯襴誅誄諫譟貅賚踈踝蹂躁躰躱轢轣辣醂釐銖鑠闌隸襍雜霖靂靺鞣顆髞鬆鮴鰈鰊鶇鶫靡槇
欠		あくび	yawn	茨飲欧歌款歓欺欣欽姿諮資次吹炊羨歎盗軟預慾欲蕨厥咨嗽坎嵌恣懿掀欸欷盜欹飮歇歃歉歐歙歔歛歟歡漱獗瓷篏粢蠍蹶闕
